// Technology Table
//
// The like levels are now scaled by difficulty level (see EFS.INI: like_level_ ...) - the values change based on the difficulty level
// Note the Sect of the Patriarch's Heretical value in SECT.DAT subtracts a random value from the like so Patriarch's that have a higher Heretical
// Value are more intolerant of technology (and those with a value below 0 are more tolerant of technology).
//
// Like level values have been updated per their descriptions in the Manowitz Volumes and rescaled to a max of 20 (for average difficulty) to give greater resolution from most hated to best liked
//
// Like level: 0 used in game for when Patriarch accepts contract to proscribe and that is what will be done next turn
//             1 - ( like_level_proscribe-1 ), hate - automatically proscribed at the start of the game
//             like_level_proscribe - like_level_max, like - can be proscribed as the game progresses based on many factors decribed below
//
// When a new Patriarch is chosen:
//  1. The range of heretical values for all the Human Sects are assessed.
//  2. The techs are cycled through and a random value between the heretical ranges is generated:
//     a. If the random value is less than 0 (favorable to tech) then the tech likeLevel is increased by this modifier but no more than the like_level_max - 1
//  3. The last generatd random value is used:
//     a. If the random value is less than 0:
//         i. The like_level_proscribe is decreased by that value, but not more than the starting value at the beginning of the game
//        ii. like_level_decay is increased by that value, but not more than the starting value at the beginning of the game
//  4. like_level_years is reset
//
// When it comes to proscribing technology, here is how it works (refer to EFS.INI & SECT.DAT for actual parameter values):
//   1. Every year check if the tech like is > like_level_min & < like_level_max then:
//      a. There is a 1 in like_level_decay chance of the poosibility of
//      b. If like_level_decay_by_like = 0 in EFS.INI, then the like level is decremented by 1
//      c. If like_level_decay_by_like = 1 in EFS.INI, then another check is performed:
//         i. If Random Roll of like_level_max > like then tech drops 1 like point
//   2. If the ( tech like - the Patriarch's Heretical random modifier ) < like_level_proscribe then the tech is added to the pick list
//   3. The most hated techs in the pick list are used to randomly pick the most hated tech to proscribe for that turn
//      a. When the tech is proscribed, it is set to like_level_min - proscribe_reset_interval, meaning that it will not be able to be unproscribed until a like_level_years reset
//   4. If multi_tech_proscribe = 1 in EFS.INI there is a chance of proscribing more than 1 tech per year:
//      i. If a roll out of 100 is less than the number left in the pick list for that year after the first most hated tech is picked
//     ii. If multi_tech_proscribe = 0 in EFS.INI, then there is no chance to proscribe additional technologies
//   5. If no tech is found to proscribe this year, then like_level_years keeps track of how long it has been since a tech has been proscribed
//   6. If no tech has been found for like_level_years, then:
//      a. if ( like_level_proscribe < (like_level_max / 2 + 1) ) then like_level_proscribe is bumped up 1
//      b. else if ( like_level_decay > 2 ) then like_level_decay is bumped down by 1
//   Notes: From this it can be seen that like levels between min and max gradually float down over decades / centuries of playing and that the proscribe level can float up if many years
//          pass without finding a technology to proscribe, lastly, if the proscribed level is max, then the decay rate increases causing like values to fall more rapidly, giving the algorithm
//          a great deal of flexibilty in finding techs to proscribe throughout the course of a game
//
// When it comes to unproscribing technology:
//   1. If a technology has not been proscribed during that year, the possibility arises for a tech to be unproscribed.
//   2. The tech tree is cycles, if the technology is proscribed:
//      a. If the ( likeLevel - the Patriarch's Heretical random modifier ) > like_level_proscribe then the tech is added to the list of possible techs to unproscribe
//      b. Else If (Random value between 0 and likeLevel) > (the Patriarch's Heretical random modifier + a Random value between 0 and the like_level_proscribe) then the likeLevel is the tech is incremented by 1
//   3. If the unproscribe list has techs in it, unproscribe the tech with the highest like value, or if multiple techs have the same highest like value, choose one of those to unproscribe
//   4. When unproscribing a tech, its like value is set to like_level_max + unproscribe_reset_interval so that it will not be unproscribed until a like_level_years reset
//
// If a tech has not been selected to either proscribe / unproscribe:
//   1. like_level_years is decremented by 1
//   2. If like_level_years has fallen to 0:
//      a. Reset like_level_years
//      b. If like_level_proscribe < ( like_level_max / 2 + 1 ) like_level_proscribe is increased by 1
//      c. Else If like_level_decay > 2, then decrement it by 1
//      d. Cycle through the techs:
//          i. If likeLevel < like_level_min, increment likeLevel by 1
//         ii. Else If likeLevel > like_level_max, decrement likeLevel by 1
//             1. If likeLevel == like_level_max, reset likeLevel to like_level_proscribe + a Random number between 1 and like_level_proscribe
//
// For Diplomacy:
//   1. Requesting to Proscribe a Tech:
//      a. The tech's like value is computed (value must be 1 or higher): likeLevel + liveLevel / like_level_proscribe - the Patriarch's Heretical modifier
//      b. Compute the cost required to proscribe the tech: (Like Value)^2 * ( a Random value between proscribe_diplo_min and max ) * ( 150 - Church's Like of Player ) / 100 * diffScalar / 100
//      c. If the technology was just unproscribed, add ( a random value between force_proscribe_diplo_min and max ) * diffScalar / 100
//   2. Requesting to UnProscribe a Tech:
//      a. The tech's like value is computed (value must be 1 or higher): like_level_proscribe + like_level_proscribe / the tech's likeLevel (clipped at no lower than 1) + the Patriarch's Heretical random modifier
//      b. Compute the cost required to proscribe the tech: (Like Value)^2 * ( a Random value between unproscribe_diplo_min and max ) * ( 150 - Church's Like of Player ) / 100 * diffScalar / 100
//      c. If the technology was just unproscribed, add ( a random value between force_unproscribe_diplo_min and max ) * diffScalar / 100
//   3. If the player offers sufficient Firebirds then it is possible to (Un)Proscribe the Tech
//
//
// Vol and Ch are the volume and chapter where you can find more info in
// the Brother Manowitz files.
//
// Extra is added info about the technology.  This text is added onto a generated list of which technologies are allowed if you have this one.
//
// Owner means only that owner can research that tech - see UNIT.DAT for valid owner values
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//                                             |     T  e  c  h      N  e  e  d  e  d    | Cost | Like | Vol | Ch | Owner | Description / Info
//                                             |   0   1   2   3   4   5   6   7   8   9 |      |      |     |    |       |
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
{
"name" "Nothing"                        "stats" "900   0   0   0   0   0   0   0   0   0      0    21     1     1    -1"   "extra" "Click Archive to view Volume 1: The Known Worlds."
"name" "Microbiology"                   "stats" "990   0   0   0   0   0   0   0   0   0    100    21     2     1    -1"   "extra" "Click Archive to view Volume 2: Microbiology."
"name" "Lithotrophic Xenogenesis"       "stats" "  1   0   0   0   0   0   0   0   0   0    100    20     2     0    -1"   "extra" "Microbiology requirement for Barren Worlds."
"name" "Cryo-Adaptive Proteomics"       "stats" "  1   0   0   0   0   0   0   0   0   0    100    20     2     0    -1"   "extra" "Microbiology requirement for Arctic Worlds."
"name" "Pheromonal Xenomorph Taxonomy"  "stats" "  1   0   0   0   0   0   0   0   0   0    100    20     2     0    -1"   "extra" "Microbiology requirement for Jungle Worlds."
"name" "Xeno-Phonetic Genarchy"         "stats" "  1   0   0   0   0   0   0   0   0   0    100    13     2     0    -1"   "extra" "Microbiology requirement for Vau Psychology"
"name" "Mutagenic Xenogenesis"          "stats" "  1   0   0   0   0   0   0   0   0   0    100     8     2     0    -1"   "extra" "Microbiology requirement for Symbiot Psychology"
"name" "Biocentric Resonance"           "stats" "  1   0   0   0   0   0   0   0   0   0    100    21     2     0    -1"   "extra" "Microbiology requirement for Theurgy"
"name" "Bio-Synthetic Metallogeny"      "stats" "  1   0   0   0   0   0   0   0   0   0    100    20     2     0    -1"   "extra" "Microbiology requirement for Ceramsteel"
"name" "Nociceptive Eradication"        "stats" "  1   0   0   0   0   0   0   0   0   0    200    20     2     0    -1"   "extra" "Microbiology requirement for Biochem"
"name" "Radiological Symbiosis"         "stats" "  1   0   0   0   0   0   0   0   0   0    200    20     2     0    -1"   "extra" "Microbiology requirement for Monopol"
"name" "Neuro-Loom Splicing"            "stats" "  1   9   0   0   0   0   0   0   0   0    300    20     2     0    -1"   "extra" "Microbiology requirement for Wetware"
"name" "Cellular Compression"           "stats" "  1  10   0   0   0   0   0   0   0   0    300    20     2     0    -1"   "extra" "Microbiology requirement for Singularity"
"name" "Carapace Plating"               "stats" "  8   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Microbiology requirement for Ceramsteel Units"
"name" "Endurance Shock-Troops"         "stats" "  9   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Microbiology requirement for Biochem Units"
"name" "Atom-Bound Vanguard"            "stats" " 10   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Microbiology requirement for Monopol Units"
"name" "Mycelial Swarms"                "stats" " 11  14   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Microbiology requirement for Wetware Units"
"name" "Grav-Tethered Breachers"        "stats" " 12  15   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Microbiology requirement for Singularity Units"
"name" "-End of Microbiology Archive--" "stats" "800   0   0   0   0   0   0   0   0   0      0    21     0     0    -1"   "extra" "----End of Microbiology Archive--------------------------------------------------------------"
"name" "Physics"                        "stats" "991   0   0   0   0   0   0   0   0   0    100    21     3     1    -1"   "extra" "Click Archive to view Volume 3: Physics."
"name" "Tectonic Harmonics"             "stats" " 19   0   0   0   0   0   0   0   0   0    100    20     3     0    -1"   "extra" "Physics requirement for Barren Worlds."
"name" "Geothermal Cryo-Dynamics"       "stats" " 19   0   0   0   0   0   0   0   0   0    100    20     3     0    -1"   "extra" "Physics requirement for Arctic Worlds."
"name" "Organic Thermal Entropy"        "stats" " 19   0   0   0   0   0   0   0   0   0    100    20     3     0    -1"   "extra" "Physics requirement for Jungle Worlds."
"name" "Chromatographic Dynamics"       "stats" " 19   0   0   0   0   0   0   0   0   0    100    13     3     0    -1"   "extra" "Physics requirement for Vau Psychology"
"name" "Exoneural Assimilation"         "stats" " 19   0   0   0   0   0   0   0   0   0    100     8     3     0    -1"   "extra" "Physics requirement for Symbiot Psychology"
"name" "Pleromic Mechanics"             "stats" " 19   0   0   0   0   0   0   0   0   0    100    21     3     0    -1"   "extra" "Physics requirement for Theurgy"
"name" "Kinetic Absolution"             "stats" " 19   0   0   0   0   0   0   0   0   0    100    20     3     0    -1"   "extra" "Physics requirement for Ceramsteel"
"name" "Synaptic Shock-Dampening"       "stats" " 19   0   0   0   0   0   0   0   0   0    200    20     3     0    -1"   "extra" "Physics requirement for Biochem"
"name" "Abyssal Polarization"           "stats" " 19   0   0   0   0   0   0   0   0   0    200    20     3     0    -1"   "extra" "Physics requirement for Monopol"
"name" "Psy-Conduit Resonance"          "stats" " 19  27   0   0   0   0   0   0   0   0    300    20     3     0    -1"   "extra" "Physics requirement for Wetware"
"name" "Doomsday Liturgies"             "stats" " 19  28   0   0   0   0   0   0   0   0    300    20     3     0    -1"   "extra" "Physics requirement for Singularity"
"name" "Aegis Reaction"                 "stats" " 26   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Physics requirement for Ceramsteel Units"
"name" "Suppression Marines"            "stats" " 27   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Physics requirement for Biochem Units"
"name" "Monolith Leviathans"            "stats" " 28   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Physics requirement for Monopol Units"
"name" "Synaptic Seers"                 "stats" " 29  32   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Physics requirement for Wetware Units"
"name" "Event-Horizon Dreadnoughts"     "stats" " 30  33   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Physics requirement for Singularity Units"
"name" "-End of Physics Archive-------" "stats" "800   0   0   0   0   0   0   0   0   0      0    21     0     0    -1"   "extra" "----End of Physics Archive-------------------------------------------------------------------"
"name" "Psychosocial Engineering"       "stats" "992   0   0   0   0   0   0   0   0   0    100    21     4     1    -1"   "extra" "Click Archive to view Volume 4: Psychosocial Engineering."
"name" "Agoraphobic Deprivation"        "stats" " 37   0   0   0   0   0   0   0   0   0    100    20     4     0    -1"   "extra" "Engineering requirement for Barren Worlds."
"name" "Cabin Fever Psychosis"          "stats" " 37   0   0   0   0   0   0   0   0   0    100    20     4     0    -1"   "extra" "Engineering requirement for Arctic Worlds."
"name" "Claustrophobic Hysteria"        "stats" " 37   0   0   0   0   0   0   0   0   0    100    20     4     0    -1"   "extra" "Engineering requirement for Jungle Worlds."
"name" "Hegemonic Telemetry"            "stats" " 37   0   0   0   0   0   0   0   0   0    100    13     4     0    -1"   "extra" "Engineering requirement for Vau Psychology"
"name" "Noospheric Parasitism"          "stats" " 37   0   0   0   0   0   0   0   0   0    100     8     4     0    -1"   "extra" "Engineering requirement for Symbiot Psychology"
"name" "Theocentric Autosuggestion"     "stats" " 37   0   0   0   0   0   0   0   0   0    100    21     4     0    -1"   "extra" "Engineering requirement for Theurgy"
"name" "Gothic Metallurgy"              "stats" " 37   0   0   0   0   0   0   0   0   0    100    20     4     0    -1"   "extra" "Engineering requirement for Ceramsteel"
"name" "Neuro-Stoker Hydraulics"        "stats" " 37   0   0   0   0   0   0   0   0   0    200    20     4     0    -1"   "extra" "Engineering requirement for Biochem"
"name" "Fission-Core Frameworks"        "stats" " 37   0   0   0   0   0   0   0   0   0    200    20     4     0    -1"   "extra" "Engineering requirement for Monopol"
"name" "Cathedral Mainframes"           "stats" " 37  45   0   0   0   0   0   0   0   0    300    20     4     0    -1"   "extra" "Engineering requirement for Wetware"
"name" "Quantum Containment Fields"     "stats" " 37  46   0   0   0   0   0   0   0   0    300    20     4     0    -1"   "extra" "Engineering requirement for Singularity"
"name" "Juggernaut Armor"               "stats" " 44   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Engineering requirement for Ceramsteel Units"
"name" "Penance Drills"                 "stats" " 45   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Engineering requirement for Biochem Units"
"name" "Ion-Spire Citadels"             "stats" " 46   0   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Engineering requirement for Monopol Units"
"name" "Automated Inquisitor Drones"    "stats" " 47  50   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Engineering requirement for Wetware Units"
"name" "Void-Engine Siphoners"          "stats" " 48  51   0   0   0   0   0   0   0   0    500    20     2     0    -1"   "extra" "Engineering requirement for Singularity Units"
"name" "-End of Engineering Archive---" "stats" "800   0   0   0   0   0   0   0   0   0      0    21     0     0    -1"   "extra" "----End of Psychosocial Engineering Archive--------------------------------------------------"
"name" "Applied Technology"             "stats" "993   0   0   0   0   0   0   0   0   0      0    21     5     1    -1"   "extra" "Click Archive to view Volume 5: Practical Technology."
"name" "Palace"                         "stats" " 72   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Allows Construction of the Palace."
"name" "Church"                         "stats" " 72   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Allows Construction of the Church."
"name" "Electronics"                    "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Allows Production of Electronics."
"name" "Chemicals"                      "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Allows Production of Chemicals."
"name" "Ceramsteel"                     "stats" "  8  26  44   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Allows Production of Ceramsteel."
"name" "Bioplant"                       "stats" "  9  27  45   0   0   0   0   0   0   0    100    20     5     0    -1"   "extra" "Allows Production of Biochems."
"name" "Fusorium"                       "stats" " 10  28  46   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Allows Production of Monopols."
"name" "Wetware"                        "stats" " 11  29  47   0   0   0   0   0   0   0    100    13     5     0    -1"   "extra" "Allows Production of Wetware."
"name" "Cyclotron"                      "stats" " 12  30  48   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Allows Production of Singularities."
"name" "Shield"                         "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Allows Construction of Shields."
"name" "Aborium"                        "stats" " 67  68  69   0   0   0   0   0   0   0    100    20     5     0    -1"   "extra" "Allows Construction of Aboriums."
"name" "Barren Environment"             "stats" "  2  20  38   0   0   0   0   0   0   0    100    20     5     0    -1"   "extra" "Universal combat bonus on Barren Worlds."
"name" "Frozen Environment"             "stats" "  3  21  39   0   0   0   0   0   0   0    100    20     5     0    -1"   "extra" "Universal combat bonus on Arctic Worlds."
"name" "Jungle Environment"             "stats" "  4  22  40   0   0   0   0   0   0   0    100    20     5     0    -1"   "extra" "Universal combat bonus on Jungle Worlds."
"name" "Vau Psychology"                 "stats" "  5  23  41   0   0   0   0   0   0   0    100    13     5     0    -1"   "extra" "Click Archive for more information on this technology."
"name" "Symbiot Psychology"             "stats" "  6  24  42   0   0   0   0   0   0   0    100     8     5     0    -1"   "extra" "Click Archive for more information on this technology."
"name" "Theurgy"                        "stats" "  7  25  26   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Click Archive for more information on this technology."
"name" "Cure for Necrosis"              "stats" " 14  32  50   0   0   0   0   0   0   0    100    13     5     0    -1"   "extra" "Protects against Plague Bomb."
"name" "Basic Tank Forces"              "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Tanks can be built in Factories."
"name" "Locomotion"                     "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Locomotives and cars can be built in Factories."
"name" "Basic Combat Forces"            "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Infantry can be built in Forts. Artillery can be build in Factories."
"name" "Basic Aircraft"                 "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Aircraft can be built in Factories."
"name" "Basic Naval Vessels"            "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Naval Ships can be can be built in Factories."
"name" "Noble"                          "stats" "  0   0   0   0   0   0   0   0   0   0    100    21     5     0    -1"   "extra" "Nobles can be built in the Palace."
"name" "Ceramsteel Tanks"               "stats" " 13  31  49   0   0   0   0   0   0   0    300    20     5     0    -1"   "extra" "Ceramsteel Tanks can be built in Factories."
"name" "Stealth Tank"                   "stats" " 13  31  49  16  34  52   0   0   0   0    200    20     5     0    -1"   "extra" "Stealth Tanks can be built in Factories."
"name" "Pestulator Artillery"           "stats" " 13  31  49  14  32  50   0   0   0   0    200    20     5     0    -1"   "extra" "Pestulator Artillery can be built in Factories."
"name" "Hover Tanks"                    "stats" " 13  31  49  16  34  52  15  33  51   0    300    20     5     0    -1"   "extra" "Hover Tanks can be built in Factories."
"name" "PTS Missile Battery"            "stats" " 13  31  49   0   0   0  15  33  51   0    300    20     5     0    -1"   "extra" "Planet-to-Space Missile Batteries can be built in Factories."
"name" "PTS Mass Driver"                "stats" " 13  31  49  16  34  52  15  33  51   0    300    20     5     0    -1"   "extra" "Planet-to-Space Mass Drivers can be built in Factories."
"name" "Powered Armor Legion"           "stats" " 13  31  49   0   0   0   0   0   0   0    200    20     5     0    -1"   "extra" "Powered Armor Legions can be built in Forts."
"name" "Biochem Enhanced Legions"       "stats" " 13  31  49  14  32  50  15  33  51  86    200    20     5     0    -1"   "extra" "Shock Legions and Special Forces can be built in Forts."
"name" "Assault Legion"                 "stats" " 13  31  49  14  32  50  15  33  51  87    200    20     5     0    -1"   "extra" "Assault Legions can be built in Forts."
"name" "Marauder Legion"                "stats" " 13  31  49  16  34  52  15  33  51  88    100    20     5     0    -1"   "extra" "Marauder Legions can be built in Spaceports."
"name" "Ranger Legion"                  "stats" " 13  31  49  16  34  52  15  33  51  88    100    20     5     0    -1"   "extra" "Ranger Legions can be built in Forts."
"name" "Blademaster"                    "stats" " 13  31  49  14  32  50   0   0   0  87    100    20     5     0    -1"   "extra" "Blademasters can be built in the Palace."
"name" "Inquisitor"                     "stats" " 13  31  49   0   0   0   0   0   0  86    100    13     5     0    -1"   "extra" "Inquisitors can be built in the Church."
"name" "Freighter"                      "stats" "  0   0   0   0   0   0  17  35  53   0    200    20     5     0    -1"   "extra" "Freighters can be can be built in Starports."
"name" "Bulk Hauler"                    "stats" " 13  31  49   0   0   0  17  35  53  93    300    20     5     0    -1"   "extra" "Bulk Haulers can be can be built in Starports."
"name" "Assault Lander"                 "stats" "  0   0   0   0   0   0  17  35  53  93    200    20     5     0    -1"   "extra" "Assault Landers can be can be built in Starports."
"name" "Space Carrier"                  "stats" " 13  31  49   0   0   0  17  35  53  95    300    20     5     0    -1"   "extra" "Space Carriers can be can be built in Starports."
"name" "Space Fighter"                  "stats" " 13  31  49   0   0   0  17  35  53   0    300    20     5     0    -1"   "extra" "Space Fighters can be built in Starports."
"name" "Starbase"                       "stats" " 13  31  49   0   0   0  15  33  51   0    300    20     5     0    -1"   "extra" "Starbases can be can be built in Starports."
"name" "Star Citadel"                   "stats" " 13  31  49  16  34  52  15  33  51  98    300    20     5     0    -1"   "extra" "Star Citadels can be can be built in Starports."
"name" "Vlad Cruiser"                   "stats" " 13  31  49   0   0   0  17  35  53   0    300    20     5     0    -1"   "extra" "Vladimir Cruisers can be can be built in Starports."
"name" "Space Frigate"                  "stats" " 13  31  49   0   0   0  17  35  53   0    200    20     5     0    -1"   "extra" "Space Frigates can be can be built in Starports."
"name" "Cadiz Dreadnought"              "stats" " 13  31  49  16  34  52  17  35  53 100    300    20     5     0    -1"   "extra" "Cadiz Dreadnoughts can be can be built in Starports."
"name" "Space Destroyer"                "stats" " 13  31  49  16  34  52  17  35  53 101    200    20     5     0    -1"   "extra" "Space Destroyers can be can be built in Starports."
"name" "Stealth Ship"                   "stats" "  0   0   0   0   0   0  17  35  53   0    200    13     5     0    -1"   "extra" "Space Stealth Ships can be can be built in Starports."
"name" "Dervish"                        "stats" "  0   0   0  14  32  50   0   0   0   0    200     8     5     0    -1"   "extra" "Dervish can be built in the Church."
"name" "Warlock"                        "stats" "  0   0   0  16  34  52   0   0   0 105    300     5     5     0    -1"   "extra" "Warlocks can be built in the Church."
"name" "Xyll Warbeast"                  "stats" "  0   0   0  14  32  50   0   0   0   0    300     3     5     0    -1"   "extra" "Warbeasts can be built in Labs."
"name" "Plague Bomb"                    "stats" "  0   0   0  16  34  52   0   0   0  73    300     2     5     0    -1"   "extra" "Bomb can be built in Labs."
}
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//                                             |     T  e  c  h      N  e  e  d  e  d    | Cost | Like | Vol | Ch | Owner | Description / Info
//                                             |   0   1   2   3   4   5   6   7   8   9 |      |      |     |    |       |
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//"name" "---End of Science-------------" "stats" "800   0   0   0   0   0   0   0   0   0      0     0     0     0    -1"   "extra" "-This is the end of the science branches. This line must have 229 characters to not crash!!!----"
